sample_index,question_id,question,ground_truth_answer,gold_doc_id,top_k,retrieved_doc_ids,retrieval_hit,generated_answer,citations,cited_doc_ids,invalid_citations,citation_hit
24,indonesian-3839110379385706564-6,Siapakah Moeffreni Moe’min?,mantan Daidanco PETA dari Daidan I Jakarta,3251,5,"[2504, 1381, 1915, 1789, 2767]",False,"Moeffreni Moe'min adalah seorang tokoh pejuang terkemuka pada zaman revolusi kemerdekaan Indonesia. Dia lahir di Rangkasbitung, Banten pada 12 Februari 1921 dan meninggal pada 27 Juni 1996. Ia terlibat dalam peristiwa proklamasi 17 Agustus 1945 dan turut memberikan sambutan setelah Soewirjo.",[],[],[],False
24,indonesian-3839110379385706564-6,Siapakah Moeffreni Moe’min?,mantan Daidanco PETA dari Daidan I Jakarta,3251,10,"[2504, 1381, 1915, 1789, 2767, 1719, 2721, 1571, 1995, 121]",False,Moeffreni Moe'min adalah seorang tokoh pejuang terkemuka pada zaman revolusi kemerdekaan Indonesia. Ia terlibat dalam peristiwa proklamasi 17 Agustus 1945 dan turut memberikan sambutan setelah Soewirjo. Ia juga turut merujuk dalam acara tersebut. [2],[2],[1381],[],False
25,indonesian--910620985310930934-1,Apa penyebab Muhammad Zaadit Taqwa memberikan kartu kuning kepada presiden Joko Widodo ?,merupakan bentuk peringatan atas berbagai masalah yang terjadi di Indonesia sejak 4 tahun pemerintahan Joko,2699,1,[2699],True,"Muhammad Zaadit Taqwa memberikan kartu kuning kepada Presiden Joko Widodo karena beberapa alasan:

1. Campak dan gizi buruk di Asmat menjadi isu utama yang diajukan.
2. Dia ingin memperkenalkan Dwifungsi ABRI dan membantu Dwifungsi ABRI melalui organisasi mahasiswa.
3. Dia merasa bahwa ada perubahan yang dibentuk tentang Organisasi Mahasiswa (Ormawa).
4. Dia merasa bahwa ada banyak masalah di Indonesia sejak 4 tahun pemerintahan Joko Widodo.
5. Dia merasa bahwa kartu kuning ini adalah bentuk peringatan atas berbagai masalah yang terjadi di Indonesia sejak 4 tahun pemerintahan Joko Widodo.",[],[],[],False
25,indonesian--910620985310930934-1,Apa penyebab Muhammad Zaadit Taqwa memberikan kartu kuning kepada presiden Joko Widodo ?,merupakan bentuk peringatan atas berbagai masalah yang terjadi di Indonesia sejak 4 tahun pemerintahan Joko,2699,3,"[2699, 121, 2567]",True,"Presiden Joko Widodo merayakan ulang tahun ke-68 Universitas Indonesia. Mendengar pernyataan tersebut, Muhammad Zaadit Taqwa, Ketua Badan Eksekutif Mahasiswa Universitas Indonesia, meniup peluit dan memberikan kartu kuning dari buku paduan suara ketika hadirin berhenti bertepuk tangan. Kartu kuning ini merupakan bentuk peringatan atas berbagai masalah yang terjadi di Indonesia sejak 4 tahun pemerintahan Joko.",[],[],[],False
25,indonesian--910620985310930934-1,Apa penyebab Muhammad Zaadit Taqwa memberikan kartu kuning kepada presiden Joko Widodo ?,merupakan bentuk peringatan atas berbagai masalah yang terjadi di Indonesia sejak 4 tahun pemerintahan Joko,2699,5,"[2699, 121, 2567, 1025, 300]",True,"Muhammad Zaadit Taqwa memberikan kartu kuning kepada Presiden Joko Widodo karena beberapa alasan:

1. Campak dan gizi buruk di Asmat menjadi isu utama yang diajukan.
2. Usulan penjabat gubernur berasal dari perwira tinggi tentara dan polisi yang dianggapnya menghidupkan kembali Dwifungsi ABRI.
3. Rancangan aturan baru tentang Organisasi Mahasiswa (Ormawa) yang sedang disusun dari Draf Permenristekdikti.
4. Kartu kuning yang diberikan merupakan bentuk peringatan atas berbagai masalah yang terjadi di Indonesia sejak 4 tahun pemerintahan Joko.

Sumber: [1] [2] [3] [4] [5]","[1, 2, 3, 4, 5]","[2699, 121, 2567, 1025, 300]",[],True
25,indonesian--910620985310930934-1,Apa penyebab Muhammad Zaadit Taqwa memberikan kartu kuning kepada presiden Joko Widodo ?,merupakan bentuk peringatan atas berbagai masalah yang terjadi di Indonesia sejak 4 tahun pemerintahan Joko,2699,10,"[2699, 121, 2567, 1025, 300, 2634, 2130, 1118, 471, 1968]",True,"Presiden Joko Widodo merayakan ulang tahun ke-68 Universitas Indonesia dan membicarakan beberapa isu di Indonesia seperti campak dan gizi buruk di Asmat. Oleh karena itu, Muhammad Zaadit Taqwa memberikan kartu kuning kepada Presiden Joko Widodo sebagai bentuk peringatan atas berbagai masalah yang terjadi di Indonesia sejak 4 tahun pemerintahan Joko.",[],[],[],False
26,indonesian-6085492887363339956-0,siapakah penulis cerita Harry Potter?,J. K. Rowling,498,1,[498],True,Jawaban: J. K. Rowling [1].,[1],[498],[],True
26,indonesian-6085492887363339956-0,siapakah penulis cerita Harry Potter?,J. K. Rowling,498,3,"[498, 2044, 501]",True,Jawaban: J. K. Rowling [1].,[1],[498],[],True
26,indonesian-6085492887363339956-0,siapakah penulis cerita Harry Potter?,J. K. Rowling,498,5,"[498, 2044, 501, 502, 499]",True,Jawaban: J. K. Rowling [1].,[1],[498],[],True
26,indonesian-6085492887363339956-0,siapakah penulis cerita Harry Potter?,J. K. Rowling,498,10,"[498, 2044, 501, 502, 499, 2190, 500, 2043, 1036, 2771]",True,Joanne Kathleen Rowling [1],[1],[498],[],True
27,indonesian--2109221779389466965-0,Apa mata uang Tiongkok ?,Yuan,561,1,[561],True,Mata uang Tiongkok adalah Yuan (renminbi). [1],[1],[561],[],True
27,indonesian--2109221779389466965-0,Apa mata uang Tiongkok ?,Yuan,561,3,"[561, 239, 665]",True,Yuan (Renminbi) adalah mata uang Tiongkok.,[],[],[],False
27,indonesian--2109221779389466965-0,Apa mata uang Tiongkok ?,Yuan,561,5,"[561, 239, 665, 2048, 3234]",True,Yuan (Renminbi) [1],[1],[561],[],True
27,indonesian--2109221779389466965-0,Apa mata uang Tiongkok ?,Yuan,561,10,"[561, 239, 665, 2048, 3234, 394, 204, 1081, 529, 664]",True,Yuan (Renminbi) [1],[1],[561],[],True
28,indonesian--6297719512398028333-1,apakah yang di maksud dengan golongan Madaniyah?,istilah yang diberikan kepada ayat Al Qur'an yang diturunkan di Madinah atau diturunkan setelah Rasulullah SAW hijrah ke Madinah,3058,1,[2710],False,"Masyarakat Madani adalah suatu masyarakat yang beradab dalam membangun, menjalani, dan memaknai kehidupannya. Ini melibatkan pemikiran, seni, dan pemerintahan yang berbasis pada prinsip moral dan keadilan, serta menghormati kebebasan individu dan kestabilan masyarakat. [1]",[1],[2710],[],False
28,indonesian--6297719512398028333-1,apakah yang di maksud dengan golongan Madaniyah?,istilah yang diberikan kepada ayat Al Qur'an yang diturunkan di Madinah atau diturunkan setelah Rasulullah SAW hijrah ke Madinah,3058,3,"[2710, 3058, 2871]",True,Madaniyah adalah istilah yang diberikan kepada ayat Al Qur'an yang diturunkan di Madinah atau diturunkan setelah Rasulullah SAW hijrah ke Madinah. Sebuah surat dapat terdiri atas ayat-ayat yang diturunkan di Madinah secara keseluruhan namun bisa juga sebagian diturunkan di Mekkah (Makiyyah).,[],[],[],False
28,indonesian--6297719512398028333-1,apakah yang di maksud dengan golongan Madaniyah?,istilah yang diberikan kepada ayat Al Qur'an yang diturunkan di Madinah atau diturunkan setelah Rasulullah SAW hijrah ke Madinah,3058,5,"[2710, 3058, 2871, 2404, 1760]",True,Madaniyah adalah istilah yang diberikan kepada ayat Al Qur'an yang diturunkan di Madinah atau diturunkan setelah Rasulullah SAW hijrah ke Madinah. Sebuah surat dapat terdiri atas ayat-ayat yang diturunkan di Madinah secara keseluruhan namun bisa juga sebagian diturunkan di Mekkah (Makiyyah).,[],[],[],False
28,indonesian--6297719512398028333-1,apakah yang di maksud dengan golongan Madaniyah?,istilah yang diberikan kepada ayat Al Qur'an yang diturunkan di Madinah atau diturunkan setelah Rasulullah SAW hijrah ke Madinah,3058,10,"[2710, 3058, 2871, 2404, 1760, 986, 2150, 3460, 2202, 1172]",True,Madaniyah adalah istilah yang diberikan kepada ayat Al Qur'an yang diturunkan di Madinah atau diturunkan setelah Rasulullah SAW hijrah ke Madinah. Sebuah surat dapat terdiri atas ayat-ayat yang diturunkan di Madinah secara keseluruhan namun bisa juga sebagian diturunkan di Mekkah (Makiyyah).,[],[],[],False
29,indonesian--2742145894716773038-1,Apa itu paroki?,komunitas kaum beriman yang dibentuk secara tetap dengan batas-batas kewilayahan tertentu dalam Keuskupan (Gereja Partikular),456,1,[456],True,Paroki adalah komunitas kaum beriman yang dibentuk secara tetap dengan batas-batas kewilayahan tertentu dalam Keuskupan (Gereja Partikular).,[],[],[],False
29,indonesian--2742145894716773038-1,Apa itu paroki?,komunitas kaum beriman yang dibentuk secara tetap dengan batas-batas kewilayahan tertentu dalam Keuskupan (Gereja Partikular),456,3,"[456, 2719, 1856]",True,Paroki adalah komunitas kaum beriman yang dibentuk secara tetap dengan batas-batas kewilayahan tertentu dalam Keuskupan (Gereja Partikular).,[],[],[],False
29,indonesian--2742145894716773038-1,Apa itu paroki?,komunitas kaum beriman yang dibentuk secara tetap dengan batas-batas kewilayahan tertentu dalam Keuskupan (Gereja Partikular),456,5,"[456, 2719, 1856, 2081, 358]",True,Paroki adalah komunitas kaum beriman yang dibentuk secara tetap dengan batas-batas kewilayahan tertentu dalam Keuskupan (Gereja Partikular).,[],[],[],False
29,indonesian--2742145894716773038-1,Apa itu paroki?,komunitas kaum beriman yang dibentuk secara tetap dengan batas-batas kewilayahan tertentu dalam Keuskupan (Gereja Partikular),456,10,"[456, 2719, 1856, 2081, 358, 2652, 2651, 2650, 86, 3206]",True,Paroki adalah komunitas kaum beriman yang dibentuk secara tetap dengan batas-batas kewilayahan tertentu dalam Keuskupan (Gereja Partikular).,[],[],[],False
30,indonesian-52540702169487266-1,Siapakah Kaisar Romawi Timur pertama ?,Konstantinus I,826,1,[31],False,Yustinus II [1].,[1],[31],[],False
30,indonesian-52540702169487266-1,Siapakah Kaisar Romawi Timur pertama ?,Konstantinus I,826,3,"[31, 826, 1764]",True,Yustinus II [1].,[1],[31],[],False
30,indonesian-52540702169487266-1,Siapakah Kaisar Romawi Timur pertama ?,Konstantinus I,826,5,"[31, 826, 1764, 1235, 473]",True,Yustinus II [1].,[1],[31],[],False
30,indonesian-52540702169487266-1,Siapakah Kaisar Romawi Timur pertama ?,Konstantinus I,826,10,"[31, 826, 1764, 1235, 473, 1237, 2382, 928, 2828, 3612]",True,Yustinus II [1].,[1],[31],[],False
31,indonesian-344644780785952901-0,Dari mana kata morfem berasal ?,English,964,1,[964],True,Morfem berasal dari bahasa Inggris. [1],[1],[964],[],True
31,indonesian-344644780785952901-0,Dari mana kata morfem berasal ?,English,964,3,"[964, 1724, 672]",True,"Morfem berasal dari bahasa Latin, spesifiknya dari kata ""morf"", yang berarti ""satuan"" atau ""unit."" Secara harfiah, morphem adalah satuan gramatikal terkecil yang mempunyai makna dalam sebuah bahasa. [1]",[1],[964],[],True
31,indonesian-344644780785952901-0,Dari mana kata morfem berasal ?,English,964,5,"[964, 1724, 672, 3062, 1254]",True,"Morfem berasal dari bahasa Latin, spesifiknya dari kata ""morf-"" yang berasal dari akar kata Yunani ""πορνη"" (porne) dan ""γραφειν"" (graphein). [1]",[1],[964],[],True
31,indonesian-344644780785952901-0,Dari mana kata morfem berasal ?,English,964,10,"[964, 1724, 672, 3062, 1254, 2404, 424, 259, 3312, 3149]",True,"Morfem berasal dari bahasa Latin, spesifiknya dari kata ""morpho-"" yang bermakna ""mengubah."" [1]",[1],[964],[],True
32,indonesian--710376886978962040-11,Siapa yang mengetuai Pembantaian Sabra dan Shatila?,Elie Hobeika,1567,1,[2882],False,Suryo [1].,[1],[2882],[],False
32,indonesian--710376886978962040-11,Siapa yang mengetuai Pembantaian Sabra dan Shatila?,Elie Hobeika,1567,3,"[2882, 979, 1094]",False,"Pembantaian Sabra dan Shatila dilakukan oleh Zainal Sabaruddin Nasution, juga dikenal sebagai Mayor Sabaruddin. [1]",[1],[2882],[],False
32,indonesian--710376886978962040-11,Siapa yang mengetuai Pembantaian Sabra dan Shatila?,Elie Hobeika,1567,5,"[2882, 979, 1094, 3304, 2871]",False,"Sabra dan Shatila dididik oleh Ki Trunadipura, seorang dalang dari Baturetno, Surakarta, pada zaman pemerintahan Mangkunegara VII (1916 – 1944).

[2]",[2],[979],[],False
32,indonesian--710376886978962040-11,Siapa yang mengetuai Pembantaian Sabra dan Shatila?,Elie Hobeika,1567,10,"[2882, 979, 1094, 3304, 2871, 574, 1646, 3075, 984, 2276]",False,Nahiyah [1].,[1],[2882],[],False
33,indonesian--178239499053890649-5,Kapan Giancarlo Fisichella mulai menjadi pembalap ?,1984,3444,1,[1142],False,Giancarlo Fisichella mulai menjadi pembalap pada tahun 1975.,[],[],[],False
33,indonesian--178239499053890649-5,Kapan Giancarlo Fisichella mulai menjadi pembalap ?,1984,3444,3,"[1142, 1643, 895]",False,1895 [1],[1],[1142],[],False
33,indonesian--178239499053890649-5,Kapan Giancarlo Fisichella mulai menjadi pembalap ?,1984,3444,5,"[1142, 1643, 895, 114, 412]",False,1895 [1].,[1],[1142],[],False
33,indonesian--178239499053890649-5,Kapan Giancarlo Fisichella mulai menjadi pembalap ?,1984,3444,10,"[1142, 1643, 895, 114, 412, 2278, 3474, 2792, 3047, 3444]",True,1984 [1].,[1],[1142],[],False
34,indonesian-1103156476750162407-4,Dimana letak Kota Jambi?,bagian barat cekungan Sumatera bagian selatan,3066,1,[112],False,Jawaban tidak ditemukan pada konteks yang diberikan.,[],[],[],False
34,indonesian-1103156476750162407-4,Dimana letak Kota Jambi?,bagian barat cekungan Sumatera bagian selatan,3066,3,"[112, 92, 3065]",False,"Kota Jambi terletak di provinsi Jambi, Indonesia. [2]",[2],[92],[],False
34,indonesian-1103156476750162407-4,Dimana letak Kota Jambi?,bagian barat cekungan Sumatera bagian selatan,3066,5,"[112, 92, 3065, 1152, 545]",False,"Kota Jambi terletak di provinsi Jambi, Indonesia.",[],[],[],False
34,indonesian-1103156476750162407-4,Dimana letak Kota Jambi?,bagian barat cekungan Sumatera bagian selatan,3066,10,"[112, 92, 3065, 1152, 545, 113, 2040, 1303, 3326, 1938]",False,"Kota Jambi terletak di Provinsi Jambi, Indonesia. [2]",[2],[92],[],False
35,indonesian--2915006843416844243-29,Bagaimanakah sistem pemerintahan Malaysia ?,monarki konstitusional,868,1,[869],False,Pemerintahan Malaysia melibatkan sistem peringkat raja-sultan dan perwakilan rakyat. Sistem ini menetapkan bahwa hanya negeri-negeri yang diperintah oleh raja/sultan saja yang diperbolehkan mengirimkan wakilnya untuk menjadi raja-malaysia. Pemerintahan Malaysia juga dikepalai oleh seorang perdana menteri.,[],[],[],False
35,indonesian--2915006843416844243-29,Bagaimanakah sistem pemerintahan Malaysia ?,monarki konstitusional,868,3,"[869, 868, 3412]",True,"Model pemerintahan Malaysia mirip dengan sistem monarki konstitusional, di mana kepala negara persekutuan Malaysia adalah Yang di-Pertuan Agong, yang dipilih dari dan oleh sembilan Sultan Negeri-Negeri Malaya. Yang di-Pertuan Agong dipilih dari dan oleh sembilan Sultan Negeri-Negeri Malaya, untuk menjabat selama lima tahun secara bergiliran; empat pemimpin negeri lainnya, yang bergelar Gubernur, tidak turut serta di dalam pemilihan.",[],[],[],False
35,indonesian--2915006843416844243-29,Bagaimanakah sistem pemerintahan Malaysia ?,monarki konstitusional,868,5,"[869, 868, 3412, 405, 760]",True,"Sistem pemerintahan Malaysia adalah monarki konstitusional. Kepala negara persekutuan Malaysia adalah Yang di-Pertuan Agong, biasa disebut Raja Malaysia. Yang di-Pertuan Agong dipilih dari dan oleh sembilan Sultan Negeri-Negeri Malaya, untuk menjabat selama lima tahun secara bergiliran; empat pemimpin negeri lainnya, yang bergelar Gubernur, tidak turut serta di dalam pemilihan.",[],[],[],False
35,indonesian--2915006843416844243-29,Bagaimanakah sistem pemerintahan Malaysia ?,monarki konstitusional,868,10,"[869, 868, 3412, 405, 760, 2050, 291, 870, 956, 3196]",True,"Pemerintahan Malaysia dilakukan melalui sistem monarki konstitusional. Dalam sistem ini, kepala negara adalah Yang di-Pertuan Agong, yang dipilih dari dan oleh sembilan Sultan Negeri-Negeri Malaya. Selain itu, ada juga peranan Perdana Menteri dalam pemerintahan.",[],[],[],False
36,indonesian--4768704178620994591-7,Kapan Formula 1 pertama kali diselenggarakan ?,1950,99,1,[100],False,1950 [1].,[1],[100],[],False
36,indonesian--4768704178620994591-7,Kapan Formula 1 pertama kali diselenggarakan ?,1950,99,3,"[100, 823, 102]",False,Formula Satu pertama kali diselenggarakan pada tahun 1950. [2],[2],[823],[],False
36,indonesian--4768704178620994591-7,Kapan Formula 1 pertama kali diselenggarakan ?,1950,99,5,"[100, 823, 102, 1609, 3606]",False,Formula Satu pertama kali diselenggarakan pada tahun 1950. [2],[2],[823],[],False
36,indonesian--4768704178620994591-7,Kapan Formula 1 pertama kali diselenggarakan ?,1950,99,10,"[100, 823, 102, 1609, 3606, 3605, 99, 2425, 2026, 3470]",True,Formula Satu pertama kali diselenggarakan pada tahun 1950. [2],[2],[823],[],False
37,indonesian--4207135612419285867-5,Apakah tujuan utama berdirinya Ikhwanul Muslimin?,"mewujudkan terbentuknya sosok individu muslim, rumah tangga Islami, bangsa yang Islami, pemerintahan yang Islami, negara yang dipimpin oleh negara-negara Islam, menyatukan perpecahan kaum muslimin dan negara mereka yang terampas, kemudian membawa bendera jihad dan da’wah kepada Allah sehingga dunia mendapatkan ketentraman dengan ajaran-ajaran Islam",860,1,[860],True,"Ikhwanul Muslimin merencanakan terbentuknya sosok individu muslim, rumah tangga Islami, bangsa yang Islami, pemerintahan yang Islami, negara yang dipimpin oleh negara-negara Islam, menyatukan perpecahan kaum muslimin dan negara mereka yang terampas, kemudian membawa bendera jihad dan da'wah kepada Allah sehingga dunia mendapatkan ketentraman dengan ajaran-ajaran Islam. [7]",[7],[],[7],False
37,indonesian--4207135612419285867-5,Apakah tujuan utama berdirinya Ikhwanul Muslimin?,"mewujudkan terbentuknya sosok individu muslim, rumah tangga Islami, bangsa yang Islami, pemerintahan yang Islami, negara yang dipimpin oleh negara-negara Islam, menyatukan perpecahan kaum muslimin dan negara mereka yang terampas, kemudian membawa bendera jihad dan da’wah kepada Allah sehingga dunia mendapatkan ketentraman dengan ajaran-ajaran Islam",860,3,"[860, 595, 872]",True,"Ikhwanul Muslimin merencanakan terbentuknya sosok individu muslim, rumah tangga Islami, bangsa yang Islami, pemerintahan yang Islami, negara yang dipimpin oleh negara-negara Islam, menyatukan perpecahan kaum muslimin dan negara mereka yang terampas, kemudian membawa bendera jihad dan da'wah kepada Allah sehingga dunia mendapatkan ketentraman dengan ajaran-ajaran Islam. [7]",[7],[],[7],False
37,indonesian--4207135612419285867-5,Apakah tujuan utama berdirinya Ikhwanul Muslimin?,"mewujudkan terbentuknya sosok individu muslim, rumah tangga Islami, bangsa yang Islami, pemerintahan yang Islami, negara yang dipimpin oleh negara-negara Islam, menyatukan perpecahan kaum muslimin dan negara mereka yang terampas, kemudian membawa bendera jihad dan da’wah kepada Allah sehingga dunia mendapatkan ketentraman dengan ajaran-ajaran Islam",860,5,"[860, 595, 872, 2051, 1647]",True,"Tujuan utama Ikhwanul Muslimin adalah mewujudkan terbentuknya sosok individu muslim, rumah tangga Islami, bangsa yang Islami, pemerintahan yang Islami, negara yang dipimpin oleh negara-negara Islam, menyatukan perpecahan kaum muslimin dan negara mereka yang terampas, kemudian membawa bendera jihad dan da'wah kepada Allah sehingga dunia mendapatkan ketentraman dengan ajaran-ajaran Islam. [7]",[7],[],[7],False
37,indonesian--4207135612419285867-5,Apakah tujuan utama berdirinya Ikhwanul Muslimin?,"mewujudkan terbentuknya sosok individu muslim, rumah tangga Islami, bangsa yang Islami, pemerintahan yang Islami, negara yang dipimpin oleh negara-negara Islam, menyatukan perpecahan kaum muslimin dan negara mereka yang terampas, kemudian membawa bendera jihad dan da’wah kepada Allah sehingga dunia mendapatkan ketentraman dengan ajaran-ajaran Islam",860,10,"[860, 595, 872, 2051, 1647, 1341, 2459, 1094, 2673, 1798]",True,"Tujuan utama Ikhwanul Muslimin adalah mewujudkan terbentuknya sosok individu muslim, rumah tangga Islami, bangsa yang Islami, pemerintahan yang Islami, negara yang dipimpin oleh negara-negara Islam, menyatukan perpecahan kaum muslimin dan negara mereka yang terampas, kemudian membawa bendera jihad dan da'wah kepada Allah sehingga dunia mendapatkan ketentraman dengan ajaran-ajaran Islam. [7]",[7],[2459],[],False
38,indonesian--6427674671507223795-0,siapakah yang menciptakan anime Kuroko no Basket?,Tadatoshi Fujumaki,225,1,[225],True,Production I.G [1].,[1],[225],[],True
38,indonesian--6427674671507223795-0,siapakah yang menciptakan anime Kuroko no Basket?,Tadatoshi Fujumaki,225,3,"[225, 2456, 2627]",True,Production I.G [2],[2],[2456],[],False
38,indonesian--6427674671507223795-0,siapakah yang menciptakan anime Kuroko no Basket?,Tadatoshi Fujumaki,225,5,"[225, 2456, 2627, 3039, 117]",True,Production I.G [2],[2],[2456],[],False
38,indonesian--6427674671507223795-0,siapakah yang menciptakan anime Kuroko no Basket?,Tadatoshi Fujumaki,225,10,"[225, 2456, 2627, 3039, 117, 143, 219, 1891, 142, 2455]",True,"Pasuruan, Jawa Timur [1].",[1],[225],[],True
39,indonesian--8468198609104793209-0,siapakah pencipta internet?,Leonard Kleinrock,850,1,[1168],False,Stein Braten [1].,[1],[1168],[],False
39,indonesian--8468198609104793209-0,siapakah pencipta internet?,Leonard Kleinrock,850,3,"[1168, 1363, 1364]",False,Stein Braten [1],[1],[1168],[],False
39,indonesian--8468198609104793209-0,siapakah pencipta internet?,Leonard Kleinrock,850,5,"[1168, 1363, 1364, 3127, 1361]",False,Stein Braten [1],[1],[1168],[],False
39,indonesian--8468198609104793209-0,siapakah pencipta internet?,Leonard Kleinrock,850,10,"[1168, 1363, 1364, 3127, 1361, 154, 54, 297, 2174, 850]",True,James Martin [1],[1],[1168],[],False
40,indonesian-731752230688735756190-ans-h-2,Apakah penyedia layanan internet pertama yang masuk Indonesia?,IndoNet,3518,1,[154],False,Terdapat beberapa pengguna awal Internet di Indonesia yang memanfaatkan dan untuk mengakses internet sejak 1988. [1],[1],[154],[],False
40,indonesian-731752230688735756190-ans-h-2,Apakah penyedia layanan internet pertama yang masuk Indonesia?,IndoNet,3518,3,"[154, 3518, 1887]",True,IndoNet [2].,[2],[3518],[],True
40,indonesian-731752230688735756190-ans-h-2,Apakah penyedia layanan internet pertama yang masuk Indonesia?,IndoNet,3518,5,"[154, 3518, 1887, 2581, 1508]",True,IndoNet [2],[2],[3518],[],True
40,indonesian-731752230688735756190-ans-h-2,Apakah penyedia layanan internet pertama yang masuk Indonesia?,IndoNet,3518,10,"[154, 3518, 1887, 2581, 1508, 3607, 2888, 1886, 3371, 566]",True,IndoNet [2],[2],[3518],[],True
41,indonesian-6968936247967967201-8,Bagaimana sistem pemerintahan Korea Selatan ?,demokrasi,2965,1,[2965],True,"Pemerintahan Korea Selatan terdiri dari tiga bagian: eksekutif, yudikatif, dan legislatif. Eksekutif disusul oleh Presiden yang dipilih secara umum dan dilatih oleh Perdana Menteri yang ditunjukkan oleh Presiden.",[],[],[],False
41,indonesian-6968936247967967201-8,Bagaimana sistem pemerintahan Korea Selatan ?,demokrasi,2965,3,"[2965, 2964, 1000]",True,"Dalam sistem pemerintahan Korea Selatan, ada tiga bagian yang saling bekerja sama:

1. Eksekutif: Dipimpin oleh Presiden yang dipilih berdasarkan hasil pemilihan umum dan dibantu oleh Perdana Menteri yang ditunjuk oleh Presiden dengan persetujuan Majelis Nasional.

2. Yudikatif: Ditangani oleh Mahkamah Agung yang merujuk pada undang-undang nasional.

3. Legislatif: Ditangani oleh Parlemen yang mencakup dua partai politik dominan, Partai Demokrat dan Partai Komunis.",[],[],[],False
41,indonesian-6968936247967967201-8,Bagaimana sistem pemerintahan Korea Selatan ?,demokrasi,2965,5,"[2965, 2964, 1000, 707, 1324]",True,Presiden bertindak sebagai kepala negara dan Perdana Menteri sebagai kepala pemerintahan.,[],[],[],False
41,indonesian-6968936247967967201-8,Bagaimana sistem pemerintahan Korea Selatan ?,demokrasi,2965,10,"[2965, 2964, 1000, 707, 1324, 48, 34, 657, 2387, 2551]",True,Presiden bertindak sebagai kepala negara dan Perdana Menteri sebagai kepala pemerintahan.,[],[],[],False
42,indonesian-6781396805542144283-0,Apakah nama dinasti yang berkuasa paling lama di Tiongkok?,Dinasti Zhou,390,1,[390],True,Dinasti Shang [1].,[1],[390],[],True
42,indonesian-6781396805542144283-0,Apakah nama dinasti yang berkuasa paling lama di Tiongkok?,Dinasti Zhou,390,3,"[390, 1427, 484]",True,Dinasti Sui [1],[1],[390],[],True
42,indonesian-6781396805542144283-0,Apakah nama dinasti yang berkuasa paling lama di Tiongkok?,Dinasti Zhou,390,5,"[390, 1427, 484, 393, 485]",True,Dinasti Qing [5].,[5],[485],[],False
42,indonesian-6781396805542144283-0,Apakah nama dinasti yang berkuasa paling lama di Tiongkok?,Dinasti Zhou,390,10,"[390, 1427, 484, 393, 485, 465, 1834, 1202, 394, 666]",True,Dinasti Tang [10],[10],[666],[],False
43,indonesian--332636627302995185-1,Apa yang dimaksud dengan monarki?,merupakan sejenis pemerintahan yang dipimpin oleh seorang penguasa monarki,1704,1,[1704],True,Monarki adalah sejenis pemerintahan yang dipimpin oleh seorang penguasannya sendiri.,[],[],[],False
43,indonesian--332636627302995185-1,Apa yang dimaksud dengan monarki?,merupakan sejenis pemerintahan yang dipimpin oleh seorang penguasa monarki,1704,3,"[1704, 3285, 1935]",True,"Monarki adalah sistem pemerintahan yang dipimpin oleh seorang penguasa monarki. Sistem ini berasal dari bahasa Yunani dan merujuk kepada satu penguasa dan pemerintah. Monarki merupakan sejenis pemerintahan tertua di dunia, dan pada awal kurun ke-19, terdapat lebih dari 900 tahta kerajaan di dunia, namun setelah menurun menjadi 240 dalam abad ke-20.",[],[],[],False
43,indonesian--332636627302995185-1,Apa yang dimaksud dengan monarki?,merupakan sejenis pemerintahan yang dipimpin oleh seorang penguasa monarki,1704,5,"[1704, 3285, 1935, 1610, 3387]",True,Monarki adalah sejenis pemerintahan yang dipimpin oleh seorang penguasa monarki. Sumber: [1],[1],[1704],[],True
43,indonesian--332636627302995185-1,Apa yang dimaksud dengan monarki?,merupakan sejenis pemerintahan yang dipimpin oleh seorang penguasa monarki,1704,10,"[1704, 3285, 1935, 1610, 3387, 2896, 2383, 357, 1156, 1235]",True,"Monarki (atau Kerajaan) berasal dari bahasa Yunani monos (μονος) yang berarti satu, dan archein (αρχειν) yang berarti pemerintah.",[],[],[],False
44,indonesian-8489650339962660973-1,apakah iklan televisi pertama didunia?,jam tangan Bulova,1810,1,[1810],True,Iklan televisi pertama di dunia adalah jam tangan Bulova yang disiarkan pada tanggal 1 Juli 1941 di WNBT stasiun New York. [1],[1],[1810],[],True
44,indonesian-8489650339962660973-1,apakah iklan televisi pertama didunia?,jam tangan Bulova,1810,3,"[1810, 630, 2297]",True,Iklan televisi pertama di dunia adalah jam tangan Bulova yang disiarkan pada tanggal 1 Juli 1941 di WNBT stasiun New York. [1],[1],[1810],[],True
44,indonesian-8489650339962660973-1,apakah iklan televisi pertama didunia?,jam tangan Bulova,1810,5,"[1810, 630, 2297, 941, 766]",True,Iklan televisi pertama di dunia adalah jam tangan Bulova yang dijual di WNBT stasiun New York pada tanggal 1 Juli 1941.,[],[],[],False
44,indonesian-8489650339962660973-1,apakah iklan televisi pertama didunia?,jam tangan Bulova,1810,10,"[1810, 630, 2297, 941, 766, 2217, 635, 632, 3618, 636]",True,"Pasuruan, Jawa Timur [1].",[1],[1810],[],True
45,indonesian--5216035122508034433-0,Apa genre novel The Prestige?,fiksi,2179,1,[2179],True,The Prestige adalah sebuah novel horror. [1],[1],[2179],[],True
